season,holiday,workingday,weather,temp,humidity,windspeed,registered,count,date,years,months,days,hours,is_night
3,0,1,2,27.88,83,26.0027,112,126,250,2011,9,8,13,1
3,0,1,2,28.7,79,23.9994,105,120,250,2011,9,8,14,1
3,0,1,3,27.06,89,19.9995,115,139,250,2011,9,8,15,0
3,0,1,3,26.24,94,19.0012,151,156,250,2011,9,8,16,0
3,0,1,3,26.24,94,19.0012,102,113,250,2011,9,8,17,0
3,0,1,3,26.24,94,23.9994,66,68,250,2011,9,8,18,0
3,0,1,3,25.42,100,22.0028,51,52,250,2011,9,8,19,0
3,0,1,2,25.42,94,11.0014,83,89,250,2011,9,8,20,0
3,0,1,3,26.24,94,7.0015,76,82,250,2011,9,8,21,0
3,0,1,3,25.42,100,6.0032,65,70,250,2011,9,8,22,0
3,0,1,3,25.42,100,6.0032,26,26,250,2011,9,8,23,0
3,0,1,3,26.24,94,12.998,15,16,251,2011,9,9,0,0
3,0,1,2,25.42,100,11.0014,8,8,251,2011,9,9,1,0
3,0,1,2,25.42,100,16.9979,7,8,251,2011,9,9,2,0
3,0,1,2,25.42,94,16.9979,1,2,251,2011,9,9,3,0
3,0,1,3,25.42,94,11.0014,3,3,251,2011,9,9,4,0
3,0,1,2,25.42,94,8.9981,14,14,251,2011,9,9,5,0
3,0,1,2,25.42,100,8.9981,54,57,251,2011,9,9,6,1
3,0,1,3,25.42,100,16.9979,104,108,251,2011,9,9,7,1
3,0,1,3,25.42,94,11.0014,276,288,251,2011,9,9,8,1
3,0,1,3,25.42,94,11.0014,131,136,251,2011,9,9,9,1
3,0,1,2,25.42,100,0.0,27,29,251,2011,9,9,10,1
3,0,1,2,25.42,94,0.0,66,72,251,2011,9,9,11,1
3,0,1,1,26.24,94,0.0,71,75,251,2011,9,9,12,1
3,0,1,1,28.7,79,6.0032,108,122,251,2011,9,9,13,1
3,0,1,1,29.52,74,6.0032,119,148,251,2011,9,9,14,1
3,0,1,1,30.34,66,0.0,161,188,251,2011,9,9,15,0
3,0,1,1,30.34,66,8.9981,244,285,251,2011,9,9,16,0
3,0,1,1,28.7,79,16.9979,451,505,251,2011,9,9,17,0
3,0,1,1,28.7,79,12.998,377,410,251,2011,9,9,18,0
3,0,1,1,27.06,89,11.0014,316,349,251,2011,9,9,19,0
3,0,1,1,26.24,94,6.0032,180,210,251,2011,9,9,20,0
3,0,1,1,27.06,89,0.0,154,203,251,2011,9,9,21,0
3,0,1,1,25.42,94,0.0,127,160,251,2011,9,9,22,0
3,0,1,1,25.42,94,6.0032,113,148,251,2011,9,9,23,0
3,0,0,1,25.42,94,0.0,84,116,252,2011,9,10,0,0
3,0,0,2,25.42,94,0.0,67,83,252,2011,9,10,1,0
3,0,0,2,24.6,97,7.0015,46,64,252,2011,9,10,2,0
3,0,0,1,23.78,100,8.9981,29,37,252,2011,9,10,3,0
3,0,0,1,23.78,94,6.0032,4,7,252,2011,9,10,4,0
3,0,0,1,23.78,94,8.9981,6,8,252,2011,9,10,5,0
3,0,0,1,23.78,94,11.0014,6,6,252,2011,9,10,6,1
3,0,0,1,24.6,88,8.9981,43,52,252,2011,9,10,7,1
3,0,0,1,25.42,83,11.0014,103,119,252,2011,9,10,8,1
3,0,0,1,26.24,78,19.9995,168,207,252,2011,9,10,9,1
3,0,0,1,28.7,65,16.9979,233,318,252,2011,9,10,10,1
3,0,0,1,29.52,62,16.9979,252,360,252,2011,9,10,11,1
3,0,0,1,29.52,62,15.0013,260,404,252,2011,9,10,12,1
3,0,0,1,30.34,55,19.0012,239,370,252,2011,9,10,13,1
3,0,0,1,30.34,55,19.0012,230,359,252,2011,9,10,14,1
3,0,0,1,30.34,55,15.0013,263,480,252,2011,9,10,15,0
3,0,0,1,30.34,55,12.998,261,431,252,2011,9,10,16,0
3,0,0,1,30.34,55,15.0013,275,460,252,2011,9,10,17,0
3,0,0,1,29.52,58,12.998,241,360,252,2011,9,10,18,0
3,0,0,1,28.7,58,8.9981,214,315,252,2011,9,10,19,0
3,0,0,1,27.06,69,7.0015,167,245,252,2011,9,10,20,0
3,0,0,1,26.24,78,6.0032,171,230,252,2011,9,10,21,0
3,0,0,1,26.24,78,0.0,126,175,252,2011,9,10,22,0
3,0,0,2,25.42,88,0.0,107,139,252,2011,9,10,23,0
3,0,0,1,25.42,88,0.0,79,108,253,2011,9,11,0,0
3,0,0,2,25.42,88,0.0,66,88,253,2011,9,11,1,0
3,0,0,2,25.42,78,12.998,60,76,253,2011,9,11,2,0
3,0,0,2,25.42,78,6.0032,30,45,253,2011,9,11,3,0
3,0,0,1,24.6,83,8.9981,6,9,253,2011,9,11,4,0
3,0,0,1,24.6,83,8.9981,24,39,253,2011,9,11,5,0
3,0,0,1,23.78,88,7.0015,16,20,253,2011,9,11,6,1
3,0,0,1,24.6,88,0.0,28,37,253,2011,9,11,7,1
3,0,0,1,26.24,78,0.0,69,94,253,2011,9,11,8,1
3,0,0,1,27.06,74,0.0,168,227,253,2011,9,11,9,1
3,0,0,1,28.7,65,0.0,214,334,253,2011,9,11,10,1
3,0,0,1,28.7,65,0.0,258,402,253,2011,9,11,11,1
3,0,0,1,28.7,65,0.0,298,411,253,2011,9,11,12,1
3,0,0,1,30.34,58,7.0015,231,350,253,2011,9,11,13,1
3,0,0,1,29.52,58,19.0012,222,342,253,2011,9,11,14,1
3,0,0,1,30.34,51,19.9995,270,404,253,2011,9,11,15,0
3,0,0,1,29.52,51,19.9995,303,483,253,2011,9,11,16,0
3,0,0,1,29.52,51,8.9981,228,380,253,2011,9,11,17,0
3,0,0,1,27.88,65,19.9995,229,339,253,2011,9,11,18,0
3,0,0,1,26.24,69,7.0015,232,333,253,2011,9,11,19,0
3,0,0,1,25.42,73,7.0015,161,226,253,2011,9,11,20,0
3,0,0,1,26.24,69,0.0,114,159,253,2011,9,11,21,0
3,0,0,1,25.42,69,26.0027,74,95,253,2011,9,11,22,0
3,0,0,3,23.78,78,6.0032,33,45,253,2011,9,11,23,0
3,0,1,1,22.96,88,6.0032,11,16,254,2011,9,12,0,0
3,0,1,1,22.96,88,0.0,11,12,254,2011,9,12,1,0
3,0,1,1,22.96,88,0.0,0,2,254,2011,9,12,2,0
3,0,1,1,22.14,94,7.0015,4,4,254,2011,9,12,4,0
3,0,1,1,22.96,83,0.0,23,24,254,2011,9,12,5,0
3,0,1,1,22.96,83,0.0,108,109,254,2011,9,12,6,1
3,0,1,1,23.78,83,0.0,300,312,254,2011,9,12,7,1
3,0,1,1,24.6,78,6.0032,382,408,254,2011,9,12,8,1
3,0,1,1,26.24,69,0.0,155,176,254,2011,9,12,9,1
3,0,1,1,27.88,62,11.0014,89,129,254,2011,9,12,10,1
3,0,1,1,28.7,58,12.998,131,165,254,2011,9,12,11,1
3,0,1,1,29.52,51,12.998,147,184,254,2011,9,12,12,1
3,0,1,1,29.52,54,7.0015,120,163,254,2011,9,12,13,1
3,0,1,1,30.34,51,11.0014,129,189,254,2011,9,12,14,1
3,0,1,1,30.34,48,6.0032,152,212,254,2011,9,12,15,0
3,0,1,1,29.52,48,0.0,238,298,254,2011,9,12,16,0
3,0,1,1,29.52,51,11.0014,515,590,254,2011,9,12,17,0
3,0,1,1,28.7,54,12.998,515,571,254,2011,9,12,18,0
3,0,1,1,27.88,57,8.9981,373,436,254,2011,9,12,19,0
3,0,1,1,27.06,65,0.0,258,299,254,2011,9,12,20,0
3,0,1,1,26.24,73,6.0032,166,195,254,2011,9,12,21,0
3,0,1,1,25.42,83,11.0014,134,150,254,2011,9,12,22,0
3,0,1,1,25.42,83,7.0015,62,69,254,2011,9,12,23,0
3,0,1,1,24.6,88,7.0015,19,26,255,2011,9,13,0,0
3,0,1,1,23.78,83,7.0015,6,10,255,2011,9,13,1,0
3,0,1,1,24.6,78,0.0,0,2,255,2011,9,13,2,0
3,0,1,1,23.78,83,0.0,2,4,255,2011,9,13,3,0
3,0,1,1,22.96,88,0.0,6,8,255,2011,9,13,4,0
3,0,1,1,22.96,88,0.0,19,20,255,2011,9,13,5,0
3,0,1,1,22.96,88,7.0015,116,122,255,2011,9,13,6,1
3,0,1,1,23.78,83,6.0032,348,362,255,2011,9,13,7,1
3,0,1,1,24.6,81,7.0015,399,425,255,2011,9,13,8,1
3,0,1,1,26.24,69,6.0032,179,214,255,2011,9,13,9,1
3,0,1,1,27.88,69,8.9981,93,135,255,2011,9,13,10,1
3,0,1,1,28.7,61,11.0014,120,153,255,2011,9,13,11,1
3,0,1,1,29.52,58,15.0013,144,187,255,2011,9,13,12,1
3,0,1,1,30.34,51,19.0012,136,184,255,2011,9,13,13,1
3,0,1,1,30.34,51,22.0028,139,190,255,2011,9,13,14,1
3,0,1,1,30.34,51,19.9995,145,180,255,2011,9,13,15,0
3,0,1,1,30.34,51,15.0013,251,292,255,2011,9,13,16,0
3,0,1,1,30.34,51,15.0013,507,579,255,2011,9,13,17,0
3,0,1,1,28.7,61,11.0014,472,539,255,2011,9,13,18,0
3,0,1,1,27.88,69,11.0014,341,396,255,2011,9,13,19,0
3,0,1,1,27.06,74,12.998,241,272,255,2011,9,13,20,0
3,0,1,1,26.24,78,11.0014,200,245,255,2011,9,13,21,0
3,0,1,1,26.24,78,8.9981,120,144,255,2011,9,13,22,0
3,0,1,1,26.24,78,7.0015,59,74,255,2011,9,13,23,0
3,0,1,1,25.42,78,6.0032,28,33,256,2011,9,14,0,0
3,0,1,1,25.42,78,6.0032,7,8,256,2011,9,14,1,0
3,0,1,1,24.6,83,0.0,4,5,256,2011,9,14,2,0
3,0,1,1,24.6,88,8.9981,7,8,256,2011,9,14,3,0
3,0,1,1,24.6,83,6.0032,8,9,256,2011,9,14,4,0
3,0,1,1,23.78,88,7.0015,30,31,256,2011,9,14,5,0
3,0,1,1,23.78,88,7.0015,138,145,256,2011,9,14,6,1
3,0,1,1,24.6,83,7.0015,350,370,256,2011,9,14,7,1
3,0,1,1,25.42,83,11.0014,396,429,256,2011,9,14,8,1
3,0,1,1,26.24,78,11.0014,183,202,256,2011,9,14,9,1
3,0,1,1,28.7,70,8.9981,115,142,256,2011,9,14,10,1
3,0,1,1,29.52,66,11.0014,121,164,256,2011,9,14,11,1
3,0,1,1,30.34,58,15.0013,156,212,256,2011,9,14,12,1
3,0,1,1,31.16,55,16.9979,139,178,256,2011,9,14,13,1
3,0,1,1,31.98,52,15.0013,105,124,256,2011,9,14,14,1
3,0,1,1,31.98,49,16.9979,146,176,256,2011,9,14,15,0
3,0,1,1,31.16,52,19.0012,241,277,256,2011,9,14,16,0
3,0,1,1,31.16,52,19.0012,512,599,256,2011,9,14,17,0
3,0,1,1,29.52,62,11.0014,503,586,256,2011,9,14,18,0
3,0,1,2,28.7,70,7.0015,337,381,256,2011,9,14,19,0
3,0,1,2,29.52,58,27.9993,221,261,256,2011,9,14,20,0
3,0,1,2,27.06,65,15.0013,189,213,256,2011,9,14,21,0
3,0,1,2,27.06,65,8.9981,140,160,256,2011,9,14,22,0
3,0,1,2,26.24,69,7.0015,62,72,256,2011,9,14,23,0
3,0,1,1,26.24,69,8.9981,34,37,257,2011,9,15,0,0
3,0,1,1,26.24,69,11.0014,20,20,257,2011,9,15,1,0
3,0,1,1,25.42,73,7.0015,5,5,257,2011,9,15,2,0
3,0,1,1,25.42,73,6.0032,5,8,257,2011,9,15,3,0
3,0,1,1,24.6,78,7.0015,5,7,257,2011,9,15,4,0
3,0,1,1,24.6,78,0.0,30,31,257,2011,9,15,5,0
3,0,1,2,24.6,83,16.9979,119,124,257,2011,9,15,6,1
3,0,1,2,25.42,78,12.998,321,338,257,2011,9,15,7,1
3,0,1,1,26.24,73,8.9981,364,391,257,2011,9,15,8,1
3,0,1,2,26.24,73,23.9994,186,209,257,2011,9,15,9,1
3,0,1,2,27.06,69,16.9979,96,121,257,2011,9,15,10,1
3,0,1,2,27.88,65,8.9981,120,159,257,2011,9,15,11,1
3,0,1,2,27.06,69,19.9995,148,179,257,2011,9,15,12,1
3,0,1,2,26.24,65,19.0012,151,189,257,2011,9,15,13,1
3,0,1,2,26.24,65,27.9993,134,170,257,2011,9,15,14,1
3,0,1,2,24.6,69,27.9993,110,135,257,2011,9,15,15,0
3,0,1,2,22.14,77,31.0009,193,222,257,2011,9,15,16,0
3,0,1,3,19.68,82,31.0009,230,261,257,2011,9,15,17,0
3,0,1,3,19.68,67,40.9973,222,244,257,2011,9,15,18,0
3,0,1,1,18.86,67,31.0009,212,232,257,2011,9,15,19,0
3,0,1,1,18.86,63,22.0028,223,248,257,2011,9,15,20,0
3,0,1,1,18.86,63,22.0028,134,145,257,2011,9,15,21,0
3,0,1,1,18.04,67,19.0012,108,115,257,2011,9,15,22,0
3,0,1,1,18.04,67,15.0013,61,69,257,2011,9,15,23,0
3,0,1,1,17.22,71,15.0013,43,48,258,2011,9,16,0,0
3,0,1,1,17.22,67,12.998,19,26,258,2011,9,16,1,0
3,0,1,1,16.4,71,19.0012,7,10,258,2011,9,16,2,0
3,0,1,1,16.4,71,16.9979,4,6,258,2011,9,16,3,0
3,0,1,1,16.4,71,19.0012,3,4,258,2011,9,16,4,0
3,0,1,1,15.58,76,12.998,30,32,258,2011,9,16,5,1
3,0,1,1,15.58,71,15.0013,87,93,258,2011,9,16,6,1
3,0,1,1,16.4,71,19.0012,283,299,258,2011,9,16,7,1
3,0,1,1,17.22,67,15.0013,386,409,258,2011,9,16,8,1
3,0,1,1,18.86,55,16.9979,189,210,258,2011,9,16,9,1
3,0,1,2,20.5,51,19.0012,104,140,258,2011,9,16,10,1
3,0,1,2,20.5,51,8.9981,139,179,258,2011,9,16,11,1
3,0,1,2,21.32,45,0.0,212,251,258,2011,9,16,12,1
3,0,1,2,22.14,42,0.0,168,223,258,2011,9,16,13,1
3,0,1,2,22.14,45,11.0014,176,225,258,2011,9,16,14,1
3,0,1,2,22.14,45,15.0013,165,203,258,2011,9,16,15,0
3,0,1,2,21.32,48,11.0014,291,358,258,2011,9,16,16,0
3,0,1,2,21.32,48,8.9981,480,566,258,2011,9,16,17,0
3,0,1,2,21.32,52,11.0014,427,482,258,2011,9,16,18,0
3,0,1,2,20.5,55,11.0014,256,315,258,2011,9,16,19,0
3,0,1,2,20.5,55,0.0,184,225,258,2011,9,16,20,0
3,0,1,2,20.5,63,0.0,124,163,258,2011,9,16,21,0
3,0,1,1,19.68,67,6.0032,135,167,258,2011,9,16,22,0
3,0,1,1,20.5,59,0.0,106,126,258,2011,9,16,23,0
3,0,0,1,18.86,72,11.0014,80,108,259,2011,9,17,0,0
3,0,0,1,18.86,72,7.0015,52,80,259,2011,9,17,1,0
3,0,0,1,18.86,82,6.0032,61,79,259,2011,9,17,2,0
3,0,0,1,18.86,72,8.9981,21,28,259,2011,9,17,3,0
3,0,0,1,18.86,72,8.9981,4,5,259,2011,9,17,4,0
3,0,0,1,18.86,72,11.0014,3,5,259,2011,9,17,5,1
3,0,0,2,18.86,72,15.0013,17,22,259,2011,9,17,6,1
3,0,0,2,18.86,77,12.998,33,37,259,2011,9,17,7,1
3,0,0,2,18.86,77,16.9979,81,108,259,2011,9,17,8,1
3,0,0,2,19.68,67,15.0013,145,177,259,2011,9,17,9,1
3,0,0,2,20.5,68,19.0012,177,249,259,2011,9,17,10,1
3,0,0,2,21.32,68,15.0013,248,367,259,2011,9,17,11,1
3,0,0,2,21.32,67,15.0013,257,372,259,2011,9,17,12,1
3,0,0,2,21.32,68,12.998,225,349,259,2011,9,17,13,1
3,0,0,2,21.32,72,12.998,174,297,259,2011,9,17,14,1
3,0,0,2,21.32,72,12.998,206,354,259,2011,9,17,15,0
3,0,0,1,22.14,68,16.9979,189,305,259,2011,9,17,16,0
3,0,0,1,21.32,72,15.0013,218,359,259,2011,9,17,17,0
3,0,0,2,21.32,72,15.0013,234,329,259,2011,9,17,18,0
3,0,0,1,21.32,68,8.9981,186,256,259,2011,9,17,19,0
3,0,0,1,21.32,68,8.9981,133,176,259,2011,9,17,20,0
3,0,0,2,20.5,72,12.998,121,170,259,2011,9,17,21,0
3,0,0,1,20.5,72,15.0013,112,143,259,2011,9,17,22,0
3,0,0,1,18.86,82,11.0014,100,136,259,2011,9,17,23,0
3,0,0,1,18.86,77,15.0013,88,112,260,2011,9,18,0,0
3,0,0,1,18.86,77,15.0013,66,79,260,2011,9,18,1,0
3,0,0,1,18.04,82,16.9979,68,89,260,2011,9,18,2,0
3,0,0,1,18.04,82,12.998,25,36,260,2011,9,18,3,0
3,0,0,1,18.04,77,15.0013,0,1,260,2011,9,18,4,0
3,0,0,1,18.04,77,15.0013,5,6,260,2011,9,18,5,1
3,0,0,1,18.04,77,16.9979,10,12,260,2011,9,18,6,1
3,0,0,1,18.86,72,15.0013,29,44,260,2011,9,18,7,1
3,0,0,1,18.86,72,16.9979,53,69,260,2011,9,18,8,1
3,0,0,1,19.68,67,16.9979,94,140,260,2011,9,18,9,1
3,0,0,1,20.5,72,11.0014,178,260,260,2011,9,18,10,1
3,0,0,1,21.32,68,15.0013,201,317,260,2011,9,18,11,1
3,0,0,1,22.14,64,8.9981,229,364,260,2011,9,18,12,1
3,0,0,1,22.96,60,8.9981,214,376,260,2011,9,18,13,1
3,0,0,2,23.78,56,8.9981,184,311,260,2011,9,18,14,1
3,0,0,2,23.78,60,8.9981,233,365,260,2011,9,18,15,0
3,0,0,2,22.96,64,11.0014,235,369,260,2011,9,18,16,0
3,0,0,2,22.96,64,12.998,230,325,260,2011,9,18,17,0
3,0,0,2,22.96,60,7.0015,223,289,260,2011,9,18,18,0
3,0,0,2,22.14,68,7.0015,191,245,260,2011,9,18,19,0
3,0,0,2,22.14,68,6.0032,136,180,260,2011,9,18,20,0
3,0,0,2,22.14,68,6.0032,110,147,260,2011,9,18,21,0
3,0,0,2,22.14,68,6.0032,75,84,260,2011,9,18,22,0
3,0,0,1,22.14,68,12.998,44,54,260,2011,9,18,23,0
3,0,1,2,21.32,72,11.0014,23,37,261,2011,9,19,0,0
3,0,1,2,21.32,72,7.0015,7,10,261,2011,9,19,1,0
3,0,1,2,21.32,72,8.9981,7,13,261,2011,9,19,2,0
3,0,1,2,20.5,77,8.9981,4,5,261,2011,9,19,3,0
3,0,1,2,20.5,77,11.0014,6,8,261,2011,9,19,4,0
3,0,1,2,20.5,77,12.998,26,28,261,2011,9,19,5,1
3,0,1,1,20.5,77,15.0013,107,113,261,2011,9,19,6,1
3,0,1,2,20.5,82,15.0013,312,332,261,2011,9,19,7,1
3,0,1,2,21.32,77,8.9981,391,420,261,2011,9,19,8,1
3,0,1,2,22.14,68,11.0014,183,215,261,2011,9,19,9,1
3,0,1,2,22.96,64,8.9981,84,105,261,2011,9,19,10,1
3,0,1,2,23.78,64,11.0014,98,139,261,2011,9,19,11,1
3,0,1,2,23.78,60,6.0032,138,189,261,2011,9,19,12,1
3,0,1,2,24.6,60,0.0,124,177,261,2011,9,19,13,1
3,0,1,2,24.6,60,12.998,143,188,261,2011,9,19,14,1
3,0,1,2,24.6,60,15.0013,143,187,261,2011,9,19,15,0
3,0,1,2,24.6,60,11.0014,208,263,261,2011,9,19,16,0
3,0,1,2,23.78,64,8.9981,483,568,261,2011,9,19,17,0
3,0,1,2,22.96,68,8.9981,484,540,261,2011,9,19,18,0
3,0,1,2,22.96,68,7.0015,333,374,261,2011,9,19,19,0
3,0,1,2,22.96,68,8.9981,204,231,261,2011,9,19,20,0
3,0,1,2,22.96,68,11.0014,181,200,261,2011,9,19,21,0
3,0,1,2,22.96,68,11.0014,104,129,261,2011,9,19,22,0
3,0,1,2,22.96,73,12.998,55,68,261,2011,9,19,23,0
4,0,0,1,20.5,63,26.0027,106,130,273,2011,10,1,0,0
4,0,0,1,19.68,67,22.0028,47,58,273,2011,10,1,1,0
4,0,0,1,18.86,63,27.9993,46,67,273,2011,10,1,2,0
4,0,0,1,18.86,59,27.9993,17,25,273,2011,10,1,3,0
4,0,0,1,18.04,58,27.9993,6,8,273,2011,10,1,4,0
4,0,0,2,18.04,62,19.9995,4,5,273,2011,10,1,5,1
4,0,0,1,17.22,67,22.0028,15,19,273,2011,10,1,6,1
4,0,0,3,17.22,67,16.9979,30,36,273,2011,10,1,7,1
4,0,0,2,16.4,76,22.0028,58,67,273,2011,10,1,8,1
4,0,0,3,16.4,82,23.9994,112,129,273,2011,10,1,9,1
4,0,0,3,16.4,76,23.9994,100,121,273,2011,10,1,10,1
4,0,0,3,15.58,82,22.0028,102,132,273,2011,10,1,11,1
4,0,0,2,16.4,82,16.9979,130,158,273,2011,10,1,12,1
4,0,0,2,16.4,82,22.0028,98,125,273,2011,10,1,13,1
4,0,0,2,17.22,71,23.9994,147,180,273,2011,10,1,14,1
4,0,0,2,17.22,71,19.0012,154,195,273,2011,10,1,15,0
4,0,0,2,16.4,76,19.9995,165,223,273,2011,10,1,16,0
4,0,0,3,16.4,76,12.998,170,228,273,2011,10,1,17,0
4,0,0,3,15.58,87,15.0013,117,140,273,2011,10,1,18,0
4,0,0,2,15.58,82,12.998,99,126,273,2011,10,1,19,0
4,0,0,3,14.76,87,7.0015,58,66,273,2011,10,1,20,0
4,0,0,3,14.76,87,7.0015,53,56,273,2011,10,1,21,0
4,0,0,2,14.76,93,15.0013,58,70,273,2011,10,1,22,0
4,0,0,3,14.76,93,15.0013,57,65,273,2011,10,1,23,0
4,0,0,3,14.76,93,19.9995,43,47,274,2011,10,2,0,0
4,0,0,3,13.94,87,16.9979,23,24,274,2011,10,2,1,0
4,0,0,3,13.94,87,19.9995,27,30,274,2011,10,2,2,0
4,0,0,3,13.94,87,19.0012,5,9,274,2011,10,2,3,0
4,0,0,2,13.94,87,16.9979,3,7,274,2011,10,2,4,0
4,0,0,1,13.12,87,19.0012,7,7,274,2011,10,2,5,1
4,0,0,1,13.12,81,11.0014,13,15,274,2011,10,2,6,1
4,0,0,1,13.94,76,12.998,24,29,274,2011,10,2,7,1
4,0,0,2,13.94,76,12.998,50,64,274,2011,10,2,8,1
4,0,0,1,14.76,76,23.9994,96,115,274,2011,10,2,9,1
4,0,0,2,14.76,71,19.0012,188,248,274,2011,10,2,10,1
4,0,0,2,15.58,66,16.9979,218,292,274,2011,10,2,11,1
4,0,0,2,16.4,62,12.998,243,321,274,2011,10,2,12,1
4,0,0,3,16.4,62,15.0013,224,308,274,2011,10,2,13,1
4,0,0,3,14.76,81,11.0014,195,256,274,2011,10,2,14,1
4,0,0,3,14.76,81,16.9979,144,173,274,2011,10,2,15,0
4,0,0,3,14.76,87,12.998,162,206,274,2011,10,2,16,0
4,0,0,3,14.76,87,11.0014,135,167,274,2011,10,2,17,0
4,0,0,2,14.76,81,12.998,158,174,274,2011,10,2,18,0
4,0,0,2,15.58,76,11.0014,128,162,274,2011,10,2,19,0
4,0,0,2,14.76,76,16.9979,71,87,274,2011,10,2,20,0
4,0,0,1,14.76,71,15.0013,71,88,274,2011,10,2,21,0
4,0,0,3,14.76,81,6.0032,55,64,274,2011,10,2,22,0
4,0,0,1,14.76,81,6.0032,19,25,274,2011,10,2,23,0
4,0,1,1,13.94,87,7.0015,13,16,275,2011,10,3,0,0
4,0,1,1,14.76,81,6.0032,5,6,275,2011,10,3,1,0
4,0,1,1,14.76,76,7.0015,4,4,275,2011,10,3,2,0
4,0,1,1,14.76,81,0.0,6,7,275,2011,10,3,3,0
4,0,1,1,13.94,87,7.0015,6,8,275,2011,10,3,4,0
4,0,1,2,14.76,76,7.0015,17,21,275,2011,10,3,5,1
4,0,1,2,14.76,71,0.0,91,94,275,2011,10,3,6,1
4,0,1,2,14.76,71,8.9981,241,249,275,2011,10,3,7,1
4,0,1,2,14.76,71,7.0015,359,372,275,2011,10,3,8,1
4,0,1,2,16.4,66,6.0032,141,153,275,2011,10,3,9,1
4,0,1,2,16.4,66,7.0015,82,101,275,2011,10,3,10,1
4,0,1,2,16.4,71,15.0013,100,126,275,2011,10,3,11,1
4,0,1,2,16.4,71,8.9981,118,147,275,2011,10,3,12,1
4,0,1,3,17.22,67,11.0014,102,118,275,2011,10,3,13,1
4,0,1,3,16.4,76,0.0,94,120,275,2011,10,3,14,1
4,0,1,3,16.4,76,0.0,79,101,275,2011,10,3,15,0
4,0,1,2,16.4,76,7.0015,202,218,275,2011,10,3,16,0
4,0,1,2,16.4,76,11.0014,455,495,275,2011,10,3,17,0
4,0,1,2,16.4,76,11.0014,384,412,275,2011,10,3,18,0
4,0,1,1,16.4,76,0.0,300,315,275,2011,10,3,19,0
4,0,1,3,16.4,82,0.0,191,204,275,2011,10,3,20,0
4,0,1,2,16.4,82,0.0,128,138,275,2011,10,3,21,0
4,0,1,2,16.4,82,0.0,79,91,275,2011,10,3,22,0
4,0,1,2,16.4,82,7.0015,43,54,275,2011,10,3,23,0
4,0,1,2,16.4,87,6.0032,22,27,276,2011,10,4,0,0
4,0,1,2,16.4,87,7.0015,8,9,276,2011,10,4,1,0
4,0,1,2,16.4,87,0.0,2,3,276,2011,10,4,2,0
4,0,1,1,16.4,82,7.0015,3,6,276,2011,10,4,3,0
4,0,1,1,16.4,82,6.0032,4,7,276,2011,10,4,4,0
4,0,1,1,16.4,82,8.9981,25,27,276,2011,10,4,5,1
4,0,1,1,16.4,82,7.0015,109,112,276,2011,10,4,6,1
4,0,1,1,17.22,82,19.0012,298,309,276,2011,10,4,7,1
4,0,1,1,18.04,77,15.0013,372,400,276,2011,10,4,8,1
4,0,1,1,18.86,67,16.9979,168,187,276,2011,10,4,9,1
4,0,1,1,19.68,67,19.0012,107,126,276,2011,10,4,10,1
4,0,1,1,22.14,64,19.0012,102,124,276,2011,10,4,11,1
4,0,1,1,22.96,56,19.9995,160,199,276,2011,10,4,12,1
4,0,1,1,22.96,56,19.9995,153,173,276,2011,10,4,13,1
4,0,1,1,23.78,53,16.9979,156,183,276,2011,10,4,14,1
4,0,1,1,23.78,56,19.0012,166,194,276,2011,10,4,15,0
4,0,1,1,23.78,56,22.0028,273,309,276,2011,10,4,16,0
4,0,1,1,22.96,60,26.0027,530,585,276,2011,10,4,17,0
4,0,1,1,22.14,64,19.0012,456,524,276,2011,10,4,18,0
4,0,1,1,21.32,68,15.0013,310,345,276,2011,10,4,19,0
4,0,1,1,21.32,68,15.0013,236,261,276,2011,10,4,20,0
4,0,1,1,20.5,72,8.9981,144,166,276,2011,10,4,21,0
4,0,1,1,20.5,72,8.9981,106,114,276,2011,10,4,22,0
4,0,1,1,19.68,77,8.9981,60,66,276,2011,10,4,23,0
4,0,1,1,19.68,77,8.9981,36,43,277,2011,10,5,0,0
4,0,1,1,19.68,77,11.0014,7,11,277,2011,10,5,1,0
4,0,1,1,18.86,82,11.0014,2,3,277,2011,10,5,2,0
4,0,1,1,18.86,82,7.0015,5,6,277,2011,10,5,3,0
4,0,1,1,18.04,88,0.0,4,5,277,2011,10,5,4,0
4,0,1,1,18.04,82,8.9981,29,32,277,2011,10,5,5,1
4,0,1,1,18.04,82,7.0015,112,117,277,2011,10,5,6,1
4,0,1,1,18.86,77,7.0015,292,301,277,2011,10,5,7,1
4,0,1,1,21.32,63,0.0,441,467,277,2011,10,5,8,1
4,0,1,1,22.14,60,19.9995,187,219,277,2011,10,5,9,1
4,0,1,1,22.96,56,26.0027,103,133,277,2011,10,5,10,1
4,0,1,1,24.6,46,19.0012,138,170,277,2011,10,5,11,1
4,0,1,1,25.42,43,22.0028,180,214,277,2011,10,5,12,1
4,0,1,1,26.24,41,15.0013,189,219,277,2011,10,5,13,1
4,0,1,1,26.24,41,19.0012,156,190,277,2011,10,5,14,1
4,0,1,1,26.24,47,19.0012,147,182,277,2011,10,5,15,0
4,0,1,1,26.24,47,22.0028,245,282,277,2011,10,5,16,0
4,0,1,1,26.24,47,16.9979,525,591,277,2011,10,5,17,0
4,0,1,1,24.6,53,11.0014,536,593,277,2011,10,5,18,0
