season,holiday,workingday,weather,temp,humidity,windspeed,count,date,years,months,days,hours,is_night
4,0,0,1,9.02,75,12.998,27,315,2011,11,12,7,1
4,0,0,1,10.66,70,12.998,101,315,2011,11,12,8,1
4,0,0,1,12.3,61,11.0014,160,315,2011,11,12,9,1
4,0,0,1,13.94,61,19.0012,232,315,2011,11,12,10,1
4,0,0,1,15.58,54,19.0012,315,315,2011,11,12,11,1
4,0,0,1,18.04,44,19.0012,366,315,2011,11,12,12,1
4,0,0,1,19.68,36,19.0012,353,315,2011,11,12,13,Rise
4,0,0,1,20.5,36,19.9995,435,315,2011,11,12,14,0
4,0,0,1,21.32,29,19.0012,386,315,2011,11,12,15,0
4,0,0,1,21.32,32,16.9979,361,315,2011,11,12,16,0
4,0,0,1,20.5,34,16.9979,285,315,2011,11,12,17,0
4,0,0,1,17.22,58,12.998,203,315,2011,11,12,18,0
4,0,0,1,17.22,50,16.9979,171,315,2011,11,12,19,0
4,0,0,1,17.22,50,19.0012,132,315,2011,11,12,20,0
4,0,0,1,17.22,47,19.0012,122,315,2011,11,12,21,0
4,0,0,1,17.22,47,16.9979,118,315,2011,11,12,22,0
4,0,0,1,16.4,58,11.0014,101,315,2011,11,12,23,0
4,0,0,2,16.4,58,12.998,73,316,2011,11,13,0,0
4,0,0,2,14.76,66,12.998,71,316,2011,11,13,1,0
4,0,0,1,14.76,57,7.0015,57,316,2011,11,13,2,Set
4,0,0,2,14.76,62,8.9981,28,316,2011,11,13,3,1
4,0,0,2,14.76,62,8.9981,6,316,2011,11,13,4,1
4,0,0,1,13.94,61,11.0014,5,316,2011,11,13,5,1
4,0,0,1,13.94,66,8.9981,23,316,2011,11,13,6,1
4,0,0,1,13.94,66,15.0013,43,316,2011,11,13,7,1
4,0,0,1,13.94,66,6.0032,79,316,2011,11,13,8,1
4,0,0,1,16.4,54,19.0012,135,316,2011,11,13,9,1
4,0,0,1,18.04,44,22.0028,241,316,2011,11,13,10,1
4,0,0,1,18.86,40,27.9993,295,316,2011,11,13,11,1
4,0,0,2,21.32,29,27.9993,354,316,2011,11,13,12,1
4,0,0,2,21.32,29,27.9993,339,316,2011,11,13,13,Rise
4,0,0,2,22.14,28,32.9975,371,316,2011,11,13,14,0
4,0,0,2,20.5,42,22.0028,310,316,2011,11,13,15,0
4,0,0,2,22.14,28,26.0027,319,316,2011,11,13,16,0
4,0,0,1,21.32,27,22.0028,231,316,2011,11,13,17,0
4,0,0,1,21.32,27,22.0028,190,316,2011,11,13,18,0
4,0,0,1,20.5,29,23.9994,157,316,2011,11,13,19,0
4,0,0,1,20.5,31,23.9994,139,316,2011,11,13,20,0
4,0,0,1,19.68,36,16.9979,95,316,2011,11,13,21,0
4,0,0,1,19.68,41,26.0027,89,316,2011,11,13,22,0
4,0,0,1,18.86,51,19.9995,67,316,2011,11,13,23,0
4,0,1,1,18.86,59,19.0012,30,317,2011,11,14,0,0
4,0,1,1,18.86,63,19.9995,11,317,2011,11,14,1,0
4,0,1,1,18.86,63,23.9994,17,317,2011,11,14,2,Set
4,0,1,1,18.04,67,19.0012,7,317,2011,11,14,3,1
4,0,1,1,18.04,67,15.0013,5,317,2011,11,14,4,1
4,0,1,2,18.04,67,16.9979,19,317,2011,11,14,5,1
4,0,1,2,18.04,72,15.0013,114,317,2011,11,14,6,1
4,0,1,1,18.04,72,16.9979,322,317,2011,11,14,7,1
4,0,1,2,18.86,67,12.998,452,317,2011,11,14,8,1
4,0,1,2,19.68,67,22.0028,233,317,2011,11,14,9,1
4,0,1,2,20.5,63,19.0012,111,317,2011,11,14,10,1
4,0,1,2,22.14,60,19.0012,128,317,2011,11,14,11,1
4,0,1,1,22.96,56,19.9995,202,317,2011,11,14,12,1
4,0,1,1,24.6,49,26.0027,203,317,2011,11,14,13,Rise
4,0,1,1,25.42,46,30.0026,185,317,2011,11,14,14,0
4,0,1,1,26.24,44,22.0028,195,317,2011,11,14,15,0
4,0,1,1,25.42,46,27.9993,315,317,2011,11,14,16,0
4,0,1,1,25.42,46,16.9979,519,317,2011,11,14,17,0
4,0,1,1,22.96,56,19.0012,489,317,2011,11,14,18,0
4,0,1,1,24.6,53,19.9995,302,317,2011,11,14,19,0
4,0,1,1,24.6,53,23.9994,240,317,2011,11,14,20,0
4,0,1,1,24.6,53,23.9994,213,317,2011,11,14,21,0
4,0,1,1,23.78,56,23.9994,113,317,2011,11,14,22,0
4,0,1,1,22.96,64,19.9995,61,317,2011,11,14,23,0
4,0,1,1,22.96,64,23.9994,22,318,2011,11,15,0,0
4,0,1,1,22.96,60,19.9995,10,318,2011,11,15,1,0
4,0,1,1,22.96,64,16.9979,15,318,2011,11,15,2,Set
4,0,1,2,22.14,68,22.0028,4,318,2011,11,15,3,1
4,0,1,1,22.96,64,19.9995,7,318,2011,11,15,4,1
4,0,1,1,22.14,68,19.0012,28,318,2011,11,15,5,1
4,0,1,2,22.96,64,6.0032,108,318,2011,11,15,6,1
4,0,1,2,22.14,68,11.0014,319,318,2011,11,15,7,1
4,0,1,2,22.14,68,7.0015,480,318,2011,11,15,8,1
4,0,1,2,22.96,64,6.0032,200,318,2011,11,15,9,1
4,0,1,2,22.96,64,19.0012,138,318,2011,11,15,10,1
4,0,1,2,22.96,64,12.998,134,318,2011,11,15,11,1
4,0,1,2,22.14,68,0.0,176,318,2011,11,15,12,1
4,0,1,3,22.14,60,15.0013,153,318,2011,11,15,13,Rise
4,0,1,2,22.14,60,19.0012,147,318,2011,11,15,14,0
4,0,1,2,22.14,60,8.9981,191,318,2011,11,15,15,0
4,0,1,2,21.32,68,8.9981,271,318,2011,11,15,16,0
4,0,1,2,20.5,72,12.998,451,318,2011,11,15,17,0
4,0,1,2,20.5,72,19.0012,441,318,2011,11,15,18,0
4,0,1,2,20.5,72,23.9994,286,318,2011,11,15,19,0
4,0,1,2,19.68,82,8.9981,238,318,2011,11,15,20,0
4,0,1,2,20.5,77,6.0032,168,318,2011,11,15,21,0
4,0,1,2,18.86,88,7.0015,128,318,2011,11,15,22,0
4,0,1,2,18.86,94,7.0015,80,318,2011,11,15,23,0
4,0,1,2,18.86,94,0.0,31,319,2011,11,16,0,0
4,0,1,3,18.86,94,6.0032,5,319,2011,11,16,1,0
4,0,1,2,18.86,94,7.0015,10,319,2011,11,16,2,Set
4,0,1,2,18.86,94,7.0015,5,319,2011,11,16,3,1
4,0,1,2,18.04,100,15.0013,4,319,2011,11,16,4,1
4,0,1,3,18.86,94,7.0015,13,319,2011,11,16,5,1
4,0,1,2,18.86,94,6.0032,56,319,2011,11,16,6,1
4,0,1,3,18.86,94,0.0,137,319,2011,11,16,7,1
4,0,1,3,18.86,94,0.0,232,319,2011,11,16,8,1
4,0,1,3,18.86,94,0.0,82,319,2011,11,16,9,1
4,0,1,3,18.86,94,0.0,36,319,2011,11,16,10,1
4,0,1,3,18.86,94,6.0032,60,319,2011,11,16,11,1
4,0,1,3,18.86,100,0.0,54,319,2011,11,16,12,1
4,0,1,3,18.86,94,8.9981,58,319,2011,11,16,13,Rise
4,0,1,2,18.86,100,8.9981,61,319,2011,11,16,14,0
4,0,1,3,19.68,94,7.0015,66,319,2011,11,16,15,0
4,0,1,3,19.68,94,7.0015,123,319,2011,11,16,16,0
4,0,1,2,19.68,88,12.998,233,319,2011,11,16,17,0
4,0,1,3,18.86,88,26.0027,189,319,2011,11,16,18,0
4,0,1,3,18.86,88,26.0027,111,319,2011,11,16,19,0
4,0,1,3,18.04,88,26.0027,99,319,2011,11,16,20,0
4,0,1,3,18.04,88,19.0012,75,319,2011,11,16,21,0
4,0,1,3,17.22,88,15.0013,46,319,2011,11,16,22,0
4,0,1,3,17.22,88,8.9981,31,319,2011,11,16,23,0
4,0,1,2,17.22,88,16.9979,24,320,2011,11,17,0,0
4,0,1,2,17.22,82,11.0014,5,320,2011,11,17,1,0
4,0,1,2,17.22,82,15.0013,5,320,2011,11,17,2,Set
4,0,1,2,17.22,77,22.0028,3,320,2011,11,17,3,1
4,0,1,2,16.4,62,27.9993,4,320,2011,11,17,4,1
4,0,1,3,13.94,71,22.0028,22,320,2011,11,17,5,1
4,0,1,3,14.76,57,15.0013,75,320,2011,11,17,6,1
4,0,1,3,13.94,61,19.0012,168,320,2011,11,17,7,1
4,0,1,3,13.94,61,19.9995,355,320,2011,11,17,8,1
4,0,1,2,13.94,61,22.0028,198,320,2011,11,17,9,1
4,0,1,2,13.94,61,22.0028,81,320,2011,11,17,10,1
4,0,1,3,13.12,66,22.0028,97,320,2011,11,17,11,1
4,0,1,2,13.94,53,19.9995,121,320,2011,11,17,12,1
4,0,1,2,13.94,49,30.0026,124,320,2011,11,17,13,Rise
4,0,1,2,13.94,49,26.0027,110,320,2011,11,17,14,0
4,0,1,2,13.94,49,30.0026,116,320,2011,11,17,15,0
4,0,1,1,13.12,39,27.9993,195,320,2011,11,17,16,0
4,0,1,1,13.12,42,26.0027,399,320,2011,11,17,17,0
4,0,1,1,13.12,39,12.998,307,320,2011,11,17,18,0
4,0,1,1,12.3,45,15.0013,217,320,2011,11,17,19,0
4,0,1,1,12.3,42,19.0012,169,320,2011,11,17,20,0
4,0,1,1,12.3,42,16.9979,116,320,2011,11,17,21,0
4,0,1,1,10.66,52,16.9979,84,320,2011,11,17,22,0
4,0,1,1,10.66,52,15.0013,58,320,2011,11,17,23,0
4,0,1,1,10.66,48,11.0014,30,321,2011,11,18,0,0
4,0,1,1,10.66,44,22.0028,10,321,2011,11,18,1,0
4,0,1,1,9.84,44,15.0013,10,321,2011,11,18,2,Set
4,0,1,1,9.84,41,19.0012,2,321,2011,11,18,3,1
4,0,1,1,9.02,44,11.0014,5,321,2011,11,18,4,1
4,0,1,1,9.02,44,8.9981,22,321,2011,11,18,5,1
4,0,1,1,9.02,44,6.0032,71,321,2011,11,18,6,1
4,0,1,1,9.02,44,11.0014,216,321,2011,11,18,7,1
4,0,1,1,9.02,44,12.998,375,321,2011,11,18,8,1
4,0,1,1,10.66,41,12.998,213,321,2011,11,18,9,1
4,0,1,1,10.66,41,19.0012,115,321,2011,11,18,10,1
4,0,1,1,12.3,36,8.9981,140,321,2011,11,18,11,1
4,0,1,1,13.12,33,0.0,165,321,2011,11,18,12,1
4,0,1,1,13.94,31,15.0013,177,321,2011,11,18,13,Rise
4,0,1,1,13.94,31,8.9981,154,321,2011,11,18,14,0
4,0,1,1,13.94,29,8.9981,178,321,2011,11,18,15,0
4,0,1,1,13.94,29,8.9981,209,321,2011,11,18,16,0
4,0,1,1,13.12,31,8.9981,378,321,2011,11,18,17,0
4,0,1,1,12.3,36,11.0014,328,321,2011,11,18,18,0
4,0,1,1,11.48,41,11.0014,190,321,2011,11,18,19,0
4,0,1,1,11.48,48,12.998,137,321,2011,11,18,20,0
4,0,1,1,11.48,48,11.0014,111,321,2011,11,18,21,0
4,0,1,1,10.66,52,7.0015,97,321,2011,11,18,22,0
4,0,1,1,10.66,60,8.9981,59,321,2011,11,18,23,0
4,0,0,1,10.66,56,12.998,53,322,2011,11,19,0,0
4,0,0,1,10.66,52,19.9995,35,322,2011,11,19,1,0
4,0,0,1,9.84,56,11.0014,46,322,2011,11,19,2,Set
4,0,0,1,10.66,48,16.9979,15,322,2011,11,19,3,1
4,0,0,1,10.66,48,22.0028,8,322,2011,11,19,4,1
4,0,0,1,9.84,56,16.9979,2,322,2011,11,19,5,1
4,0,0,1,9.84,60,22.0028,12,322,2011,11,19,6,1
4,0,0,1,9.84,60,16.9979,41,322,2011,11,19,7,1
4,0,0,1,10.66,56,16.9979,92,322,2011,11,19,8,1
4,0,0,1,11.48,52,19.9995,142,322,2011,11,19,9,1
4,0,0,1,13.12,45,16.9979,200,322,2011,11,19,10,1
4,0,0,1,14.76,40,0.0,233,322,2011,11,19,11,1
4,0,0,1,16.4,35,19.0012,311,322,2011,11,19,12,1
4,0,0,1,17.22,30,19.0012,363,322,2011,11,19,13,Rise
4,0,0,1,17.22,32,19.9995,349,322,2011,11,19,14,0
4,0,0,1,17.22,41,12.998,382,322,2011,11,19,15,0
4,0,0,1,17.22,38,19.9995,287,322,2011,11,19,16,0
4,0,0,1,16.4,40,12.998,232,322,2011,11,19,17,0
4,0,0,1,15.58,46,8.9981,208,322,2011,11,19,18,0
4,0,0,2,13.94,71,8.9981,182,322,2011,11,19,19,0
4,0,0,2,14.76,57,7.0015,163,322,2011,11,19,20,0
4,0,0,2,14.76,62,12.998,108,322,2011,11,19,21,0
4,0,0,2,15.58,62,11.0014,106,322,2011,11,19,22,0
4,0,0,1,15.58,62,15.0013,93,322,2011,11,19,23,0
4,0,1,1,11.48,52,22.0028,20,334,2011,12,1,0,0
4,0,1,1,10.66,60,19.0012,10,334,2011,12,1,1,0
4,0,1,1,10.66,56,19.9995,9,334,2011,12,1,2,Set
4,0,1,1,10.66,56,16.9979,7,334,2011,12,1,3,1
4,0,1,1,10.66,56,19.0012,1,334,2011,12,1,4,1
4,0,1,1,10.66,56,16.9979,24,334,2011,12,1,5,1
4,0,1,1,9.84,65,19.0012,97,334,2011,12,1,6,1
4,0,1,1,9.84,65,23.9994,276,334,2011,12,1,7,1
4,0,1,1,10.66,60,22.0028,477,334,2011,12,1,8,1
4,0,1,1,12.3,52,22.0028,224,334,2011,12,1,9,1
4,0,1,1,13.12,53,19.9995,93,334,2011,12,1,10,1
4,0,1,1,13.94,49,16.9979,102,334,2011,12,1,11,1
4,0,1,1,14.76,46,15.0013,148,334,2011,12,1,12,Rise
4,0,1,1,16.4,40,15.0013,154,334,2011,12,1,13,0
4,0,1,1,16.4,40,15.0013,150,334,2011,12,1,14,0
4,0,1,1,16.4,40,15.0013,154,334,2011,12,1,15,0
4,0,1,1,16.4,40,12.998,201,334,2011,12,1,16,0
4,0,1,1,14.76,46,8.9981,418,334,2011,12,1,17,0
4,0,1,1,14.76,43,7.0015,405,334,2011,12,1,18,0
4,0,1,1,13.94,46,7.0015,228,334,2011,12,1,19,0
4,0,1,1,13.94,46,7.0015,190,334,2011,12,1,20,0
4,0,1,1,12.3,61,7.0015,162,334,2011,12,1,21,0
4,0,1,1,12.3,61,0.0,104,334,2011,12,1,22,0
4,0,1,1,10.66,70,6.0032,73,334,2011,12,1,23,0
4,0,1,1,10.66,70,6.0032,38,335,2011,12,2,0,0
4,0,1,1,9.84,75,0.0,15,335,2011,12,2,1,0
4,0,1,1,9.84,75,0.0,10,335,2011,12,2,2,Set
4,0,1,1,9.02,80,0.0,1,335,2011,12,2,3,1
4,0,1,1,9.02,80,0.0,3,335,2011,12,2,4,1
4,0,1,1,9.02,80,6.0032,23,335,2011,12,2,5,1
4,0,1,1,9.02,80,0.0,87,335,2011,12,2,6,1
4,0,1,1,9.02,87,6.0032,205,335,2011,12,2,7,1
4,0,1,1,9.84,87,0.0,445,335,2011,12,2,8,1
4,0,1,1,11.48,81,0.0,246,335,2011,12,2,9,1
4,0,1,1,12.3,75,15.0013,105,335,2011,12,2,10,1
4,0,1,1,13.94,66,11.0014,160,335,2011,12,2,11,1
4,0,1,1,14.76,57,8.9981,204,335,2011,12,2,12,Rise
4,0,1,1,16.4,47,8.9981,207,335,2011,12,2,13,0
4,0,1,1,17.22,44,7.0015,170,335,2011,12,2,14,0
4,0,1,1,17.22,41,6.0032,199,335,2011,12,2,15,0
4,0,1,1,17.22,41,6.0032,276,335,2011,12,2,16,0
4,0,1,1,17.22,38,0.0,411,335,2011,12,2,17,0
4,0,1,1,16.4,50,0.0,372,335,2011,12,2,18,0
4,0,1,1,13.94,53,16.9979,265,335,2011,12,2,19,0
4,0,1,1,15.58,40,19.0012,190,335,2011,12,2,20,0
4,0,1,1,13.94,49,12.998,111,335,2011,12,2,21,0
4,0,1,1,13.12,53,12.998,102,335,2011,12,2,22,0
4,0,1,1,13.12,53,19.0012,95,335,2011,12,2,23,0
4,0,0,1,12.3,56,16.9979,75,336,2011,12,3,0,0
4,0,0,1,10.66,65,12.998,71,336,2011,12,3,1,Set
4,0,0,1,10.66,65,11.0014,50,336,2011,12,3,2,1
4,0,0,1,9.84,70,8.9981,9,336,2011,12,3,3,1
4,0,0,1,9.02,75,8.9981,8,336,2011,12,3,4,1
4,0,0,1,9.84,70,6.0032,6,336,2011,12,3,5,1
4,0,0,1,9.84,65,7.0015,11,336,2011,12,3,6,1
4,0,0,1,9.02,75,6.0032,26,336,2011,12,3,7,1
4,0,0,1,9.84,75,6.0032,63,336,2011,12,3,8,1
4,0,0,1,10.66,70,7.0015,124,336,2011,12,3,9,1
4,0,0,1,13.12,61,8.9981,195,336,2011,12,3,10,1
4,0,0,1,13.12,57,6.0032,275,336,2011,12,3,11,1
4,0,0,1,14.76,50,0.0,358,336,2011,12,3,12,Rise
4,0,0,1,14.76,50,6.0032,292,336,2011,12,3,13,0
4,0,0,1,14.76,46,0.0,343,336,2011,12,3,14,0
4,0,0,1,15.58,46,0.0,337,336,2011,12,3,15,0
4,0,0,1,15.58,46,0.0,305,336,2011,12,3,16,0
4,0,0,1,14.76,62,0.0,232,336,2011,12,3,17,0
4,0,0,1,13.94,53,8.9981,224,336,2011,12,3,18,0
4,0,0,1,12.3,61,6.0032,175,336,2011,12,3,19,0
4,0,0,1,12.3,61,6.0032,127,336,2011,12,3,20,0
4,0,0,2,12.3,61,6.0032,109,336,2011,12,3,21,0
4,0,0,2,13.12,61,6.0032,114,336,2011,12,3,22,0
4,0,0,1,12.3,70,8.9981,85,336,2011,12,3,23,0
4,0,0,1,12.3,70,7.0015,83,337,2011,12,4,0,0
4,0,0,1,12.3,75,6.0032,74,337,2011,12,4,1,Set
4,0,0,1,10.66,81,0.0,62,337,2011,12,4,2,1
4,0,0,1,11.48,75,0.0,41,337,2011,12,4,3,1
4,0,0,1,10.66,87,0.0,11,337,2011,12,4,4,1
4,0,0,1,10.66,81,0.0,4,337,2011,12,4,5,1
4,0,0,1,9.84,93,0.0,4,337,2011,12,4,6,1
4,0,0,1,10.66,87,0.0,26,337,2011,12,4,7,1
4,0,0,1,10.66,87,0.0,55,337,2011,12,4,8,1
4,0,0,1,12.3,81,0.0,126,337,2011,12,4,9,1
4,0,0,1,13.12,81,8.9981,216,337,2011,12,4,10,1
4,0,0,1,13.94,81,11.0014,254,337,2011,12,4,11,1
4,0,0,1,14.76,81,11.0014,329,337,2011,12,4,12,Rise
4,0,0,1,16.4,66,15.0013,357,337,2011,12,4,13,0
4,0,0,1,17.22,62,8.9981,323,337,2011,12,4,14,0
4,0,0,1,17.22,62,12.998,296,337,2011,12,4,15,0
4,0,0,1,17.22,58,15.0013,330,337,2011,12,4,16,0
4,0,0,1,15.58,76,8.9981,245,337,2011,12,4,17,0
4,0,0,1,15.58,71,0.0,171,337,2011,12,4,18,0
4,0,0,1,15.58,76,0.0,173,337,2011,12,4,19,0
4,0,0,1,14.76,76,8.9981,124,337,2011,12,4,20,0
4,0,0,1,14.76,81,7.0015,72,337,2011,12,4,21,0
4,0,0,1,13.94,87,7.0015,64,337,2011,12,4,22,0
4,0,0,1,13.94,87,7.0015,45,337,2011,12,4,23,0
4,0,1,1,13.12,87,6.0032,24,338,2011,12,5,0,0
4,0,1,1,13.12,87,0.0,12,338,2011,12,5,1,Set
4,0,1,1,13.12,87,0.0,8,338,2011,12,5,2,1
4,0,1,1,13.12,87,0.0,2,338,2011,12,5,3,1
4,0,1,1,12.3,87,7.0015,7,338,2011,12,5,4,1
4,0,1,1,12.3,87,7.0015,25,338,2011,12,5,5,1
4,0,1,1,12.3,93,6.0032,90,338,2011,12,5,6,1
4,0,1,1,13.12,90,0.0,283,338,2011,12,5,7,1
4,0,1,1,13.12,93,0.0,404,338,2011,12,5,8,1
4,0,1,2,14.76,87,6.0032,190,338,2011,12,5,9,1
4,0,1,2,14.76,87,6.0032,87,338,2011,12,5,10,1
4,0,1,2,14.76,87,6.0032,123,338,2011,12,5,11,1
4,0,1,2,16.4,76,7.0015,154,338,2011,12,5,12,Rise
4,0,1,2,17.22,71,6.0032,171,338,2011,12,5,13,0
4,0,1,2,18.86,67,0.0,133,338,2011,12,5,14,0
4,0,1,2,18.86,72,6.0032,148,338,2011,12,5,15,0
4,0,1,1,20.5,63,6.0032,248,338,2011,12,5,16,0
4,0,1,1,17.22,77,0.0,446,338,2011,12,5,17,0
4,0,1,1,18.04,77,0.0,399,338,2011,12,5,18,0
4,0,1,2,18.86,77,0.0,308,338,2011,12,5,19,0
4,0,1,2,18.86,82,7.0015,205,338,2011,12,5,20,0
4,0,1,2,18.04,88,6.0032,176,338,2011,12,5,21,0
4,0,1,2,18.04,88,8.9981,106,338,2011,12,5,22,0
4,0,1,2,18.86,88,8.9981,62,338,2011,12,5,23,0
4,0,1,2,20.5,77,19.9995,28,339,2011,12,6,0,0
4,0,1,2,18.86,88,19.9995,16,339,2011,12,6,1,Set
4,0,1,2,18.86,87,12.998,3,339,2011,12,6,2,1
4,0,1,2,18.86,87,12.998,3,339,2011,12,6,3,1
4,0,1,3,18.86,88,15.0013,7,339,2011,12,6,4,1
4,0,1,3,18.86,88,15.0013,20,339,2011,12,6,5,1
4,0,1,2,18.04,94,19.0012,86,339,2011,12,6,6,1
4,0,1,2,18.86,94,12.998,234,339,2011,12,6,7,1
4,0,1,2,18.86,94,12.998,414,339,2011,12,6,8,1
4,0,1,2,18.86,94,15.0013,204,339,2011,12,6,9,1
4,0,1,3,18.86,94,19.0012,50,339,2011,12,6,10,1
4,0,1,3,18.86,94,16.9979,32,339,2011,12,6,11,1
4,0,1,3,18.86,100,15.0013,55,339,2011,12,6,12,Rise
4,0,1,3,18.86,100,12.998,71,339,2011,12,6,13,0
4,0,1,3,19.68,100,15.0013,75,339,2011,12,6,14,0
4,0,1,3,20.5,100,12.998,45,339,2011,12,6,15,0
4,0,1,3,18.86,100,16.9979,88,339,2011,12,6,16,0
4,0,1,2,18.86,100,15.0013,262,339,2011,12,6,17,0
4,0,1,2,18.86,100,19.0012,304,339,2011,12,6,18,0
4,0,1,3,18.86,100,19.9995,233,339,2011,12,6,19,0
4,0,1,3,18.86,100,19.9995,110,339,2011,12,6,20,0
4,0,1,2,18.04,100,12.998,114,339,2011,12,6,21,0
4,0,1,3,18.86,100,11.0014,87,339,2011,12,6,22,0
4,0,1,3,18.86,100,11.0014,53,339,2011,12,6,23,0
4,0,1,1,18.04,100,12.998,33,340,2011,12,7,0,0
4,0,1,2,18.86,100,16.9979,13,340,2011,12,7,1,Set
4,0,1,3,18.86,100,15.0013,6,340,2011,12,7,2,1
4,0,1,3,18.86,100,15.0013,3,340,2011,12,7,3,1
4,0,1,3,18.86,100,11.0014,1,340,2011,12,7,4,1
4,0,1,3,18.86,100,11.0014,3,340,2011,12,7,5,1
4,0,1,3,19.68,100,27.9993,18,340,2011,12,7,6,1
4,0,1,3,18.04,100,7.0015,46,340,2011,12,7,7,1
4,0,1,3,18.04,100,0.0,86,340,2011,12,7,8,1
4,0,1,3,18.04,100,16.9979,64,340,2011,12,7,9,1
4,0,1,3,18.04,100,6.0032,33,340,2011,12,7,10,1
4,0,1,3,18.04,100,6.0032,50,340,2011,12,7,11,1
4,0,1,3,18.04,100,8.9981,33,340,2011,12,7,12,Rise
4,0,1,3,18.04,100,12.998,33,340,2011,12,7,13,0
4,0,1,3,18.04,100,12.998,25,340,2011,12,7,14,0
4,0,1,3,17.22,94,15.0013,30,340,2011,12,7,15,0
4,0,1,3,17.22,94,12.998,31,340,2011,12,7,16,0
4,0,1,3,16.4,100,22.0028,52,340,2011,12,7,17,0
4,0,1,3,16.4,94,19.9995,51,340,2011,12,7,18,0
4,0,1,3,13.94,87,43.0006,33,340,2011,12,7,19,0
4,0,1,3,13.94,87,43.0006,26,340,2011,12,7,20,0
4,0,1,3,12.3,87,35.0008,6,340,2011,12,7,21,0
4,0,1,3,9.84,93,30.0026,13,340,2011,12,7,22,0
4,0,1,1,9.84,93,26.0027,16,340,2011,12,7,23,0
4,0,1,2,10.66,87,19.9995,21,341,2011,12,8,0,0
4,0,1,1,10.66,81,23.9994,7,341,2011,12,8,1,Set
4,0,1,1,11.48,65,15.0013,4,341,2011,12,8,2,1
4,0,1,1,10.66,60,19.9995,1,341,2011,12,8,3,1
4,0,1,2,9.84,60,31.0009,2,341,2011,12,8,4,1
4,0,1,1,9.02,64,15.0013,12,341,2011,12,8,5,1
4,0,1,1,9.02,55,19.0012,71,341,2011,12,8,6,1
4,0,1,1,9.02,60,15.0013,244,341,2011,12,8,7,1
4,0,1,1,9.02,55,19.0012,429,341,2011,12,8,8,1
4,0,1,1,9.84,52,26.0027,225,341,2011,12,8,9,1
4,0,1,1,10.66,52,22.0028,110,341,2011,12,8,10,1
4,0,1,1,11.48,52,16.9979,106,341,2011,12,8,11,1
4,0,1,1,11.48,52,22.0028,156,341,2011,12,8,12,Rise
4,0,1,1,12.3,49,23.9994,124,341,2011,12,8,13,0
4,0,1,1,13.12,45,16.9979,137,341,2011,12,8,14,0
4,0,1,1,13.12,45,8.9981,117,341,2011,12,8,15,0
4,0,1,1,13.12,45,12.998,208,341,2011,12,8,16,0
4,0,1,1,12.3,49,7.0015,331,341,2011,12,8,17,0
4,0,1,1,11.48,52,15.0013,318,341,2011,12,8,18,0
4,0,1,1,10.66,56,7.0015,232,341,2011,12,8,19,0
4,0,1,1,10.66,60,7.0015,175,341,2011,12,8,20,0
4,0,1,1,11.48,61,6.0032,139,341,2011,12,8,21,0
4,0,1,1,10.66,65,8.9981,92,341,2011,12,8,22,0
4,0,1,1,9.84,70,7.0015,61,341,2011,12,8,23,0
4,0,1,1,9.84,65,0.0,34,342,2011,12,9,0,0
4,0,1,1,9.84,65,0.0,14,342,2011,12,9,1,Set
4,0,1,1,9.84,70,0.0,12,342,2011,12,9,2,1
4,0,1,1,9.02,80,0.0,6,342,2011,12,9,3,1
4,0,1,1,9.02,80,0.0,2,342,2011,12,9,4,1
4,0,1,1,9.02,80,0.0,20,342,2011,12,9,5,1
4,0,1,1,9.02,80,6.0032,63,342,2011,12,9,6,1
4,0,1,1,9.02,75,6.0032,199,342,2011,12,9,7,1
4,0,1,1,9.84,81,0.0,385,342,2011,12,9,8,1
4,0,1,1,10.66,81,6.0032,264,342,2011,12,9,9,1
4,0,1,2,12.3,70,11.0014,126,342,2011,12,9,10,1
4,0,1,1,13.12,70,16.9979,136,342,2011,12,9,11,1
4,0,1,1,14.76,57,19.9995,173,342,2011,12,9,12,Rise
4,0,1,1,15.58,50,12.998,168,342,2011,12,9,13,0
4,0,1,1,15.58,46,19.0012,187,342,2011,12,9,14,0
4,0,1,1,15.58,46,19.0012,189,342,2011,12,9,15,0
4,0,1,1,14.76,62,8.9981,250,342,2011,12,9,16,0
4,0,1,1,13.94,66,7.0015,362,342,2011,12,9,17,0
4,0,1,1,13.94,61,0.0,318,342,2011,12,9,18,0
4,0,1,1,13.94,61,0.0,199,342,2011,12,9,19,0
4,0,1,1,12.3,81,0.0,150,342,2011,12,9,20,0
4,0,1,1,12.3,75,0.0,140,342,2011,12,9,21,0
4,0,1,1,11.48,87,0.0,129,342,2011,12,9,22,0
4,0,1,1,11.48,81,0.0,94,342,2011,12,9,23,0
4,0,0,2,10.66,81,7.0015,77,343,2011,12,10,0,0
4,0,0,2,10.66,70,11.0014,66,343,2011,12,10,1,Set
4,0,0,2,11.48,61,6.0032,60,343,2011,12,10,2,1
4,0,0,2,11.48,61,6.0032,25,343,2011,12,10,3,1
4,0,0,2,10.66,65,7.0015,3,343,2011,12,10,4,1
4,0,0,1,10.66,60,11.0014,6,343,2011,12,10,5,1
4,0,0,1,9.84,65,7.0015,11,343,2011,12,10,6,1
4,0,0,1,9.84,65,12.998,11,343,2011,12,10,7,1
4,0,0,1,10.66,65,8.9981,73,343,2011,12,10,8,1
4,0,0,1,11.48,61,19.0012,149,343,2011,12,10,9,1
